last.x,st.x,subcommittee.x,recipient.x,location.x,project.x,amount.x,suffix.x,nickname.x,full_name.x,birthday.x,gender.x,senate_class.x,party.x,state.x,first.x,project_st.x,member_id.x,pvi_2020.x,request_num.x,ID.x,FY.x,middle.x,member_ID.x,cat.x,sub.x,address.lon.x,address.lat.x,formatted_address.lon.x,formatted_address.lat.x,formatted_address.type.x,formatted_address.loctype.x,formatted_address.address.x,formatted_address.north.x,formatted_address.south.x,formatted_address.east.x,formatted_address.west.x,recipient.y,location.y,project.y,amount.y,suffix.y,nickname.y,full_name.y,birthday.y,gender.y,senate_class.y,party.y,state.y,first.y,project_st.y,member_id.y,pvi_2020.y,request_num.y,ID.y,FY.y,middle.y,member_ID.y,cat.y,sub.y,address.lon.y,address.lat.y,formatted_address.lon.y,formatted_address.lat.y,formatted_address.type.y,formatted_address.loctype.y,formatted_address.address.y,formatted_address.north.y,formatted_address.south.y,formatted_address.east.y,formatted_address.west.y,chamber,id,account,department,budget_request,additional_amount,first.x,multi,origination,member_amount,house_mem,sentate_mem,house_tot,senate_tot,first.y,middle_name,district,bioguide_id,recipient.x,recipient.y,project.x,project.y,amount.x,suffix.x,nickname.x,full_name.x,birthday.x,gender.x,senate_class.x,party.x,...35,...36,full_name.y,amount.y,senate_class.y,party.y,suffix.y,nickname.y,birthday.y,gender.y,...1,...2
Boozman,AR,THUD,,,U.S. Highway 270 Widening,6414000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Department of Transportation,"Ouachita River to East, Garland County, Arkansas",This project will continue the widening of U.S. Highway 270 from 2 to 5 lanes into the City of Hot Springs to provide increased mobility and safety and enhanced economic competitiveness of the metropolitan area.,20000000.0,,,,,,,1,Arkansas,John,AR,,,1,32488,FY2023,,B001236,Transportation,Roads,-93.17797,34.55593,-93.17797,34.55593,administrative_area_level_2,approximate,garland county,ar,usa,34.77340,"34.38917, -92.791498, -93.407203",S,1425,Highway Infrastructure Programs,Department of Transportation,,,,1.0,S,6414000.0,0,1,0.0,6414000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,10697,10697
Boozman,AR,THUD,,,Future I-57 Corridor,6415000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Department of Transportation,"Clay, Greene, Lawrence, and Randolph counties in Arkansas","The project will construct a section of Arkansas’ remaining portion of Future I-57 and will complete a continuous freeway facility linking Little Rock, Arkansas to Chicago, Illinois.",32000000.0,,,,,,,1,Arkansas,John,AR,,,1,36693,FY2023,,B001236,Transportation,,-91.83183,35.20105,-91.83183,35.20105,administrative_area_level_1,approximate,arkansas,usa,36.49975,33.00428,"-89.640997, -94.617859",S,1426,Highway Infrastructure Programs,Department of Transportation,,,,2.0,B,3207500.0,1,1,3207500.0,3207500.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,12417,12417
Boozman,AR,THUD,,,Highway 412 Corridor Improvements,6414000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Department of Transportation,"Boone, Lawrence, and Washington Counties, Arkansas","The project will provide improvements on the Highway 412 corridor in Boone, Lawrence, and Washington Counties consisting of various interchange and intersection improvements, passing lanes and major widening on various sections of Highway 412 that ca",43000000.0,,,,,,,1,Arkansas,John,AR,,,1,32486,FY2023,,B001236,Transportation,Roads,-94.15138,35.93077,-94.15138,35.93077,administrative_area_level_2,approximate,washington county,ar,usa,36.23610,"35.75033, -93.887891, -94.552160",S,1427,Highway Infrastructure Programs,Department of Transportation,,,,2.0,B,3207000.0,1,1,3207000.0,3207000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,10695,10695
Boozman,AR,THUD,,,Northwest Arkansas National Airport Access Road,7000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Department of Transportation,"Benton County, Arkansas",The project will construct a four-lane highway connecting the future Springdale Northern Bypass to the Northwest Arkansas National Airport to provide more direct access to the airport.,40000000.0,,,,,,,1,Arkansas,John,AR,,,1,32485,FY2023,,B001236,Transportation,Roads,-94.22643,36.31375,-94.22643,36.31375,establishment,rooftop,3700 ar-112,bentonville,ar 72712,usa,"36.31504, 36.31234, -94.225268, -94.227966",S,1430,Highway Infrastructure Programs,Department of Transportation,,,,2.0,B,3500000.0,1,1,3500000.0,3500000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,10694,10694
Boozman,AR,LHHS,,Beebe,"Arkansas State University Beebe, AR, for facilities and equipment",1500000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas State University Beebe,Searcy,"To fund facilities and equipment including to expand the Bloodworth Building on the Searcy campus to increase instructional space for associate level Registered Nursing (RN) students, Licensed Practical Nursing (LPN)/Paramedic to RN transition progra",1979000.0,,,,,,,1,Arkansas,John,AR,,,1,19124,FY2023,,B001236,Education,Higher Ed,-91.89623,35.07297,-91.89623,35.07297,establishment,rooftop,1000 w iowa st,beebe,ar 72012,usa,"35.07438, 35.07169, -91.894885, -91.897583",S,4249,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,1500000.0,0,1,0.0,1500000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,6159,6159
Boozman,AR,LHHS,,Three Rivers,"Arkansas State University Three Rivers, AR, for facilities and equipment",8000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas State University Three Rivers,Malvern,"To fund facilities and equipment including to construct a new 330,000 square foot Health Sciences Building to house classrooms, labs and offices.",12000000.0,,,,,,,1,Arkansas,John,AR,,,1,19128,FY2023,,B001236,Education,Higher Ed,-92.82224,34.37824,-92.82224,34.37824,establishment,geometric_center,one college cir,malvern,ar 72104,usa,"34.37951, 34.37681, -92.820613, -92.823311",S,4250,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,8000000.0,0,1,0.0,8000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,6163,6163
Boozman,AR,LHHS,,,"The University of Arkansas for Medical Sciences, Winthrop P. Rockefeller Cancer Institute, AR, for mobile cancer screening facilities and equipment",1750000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,"The University of Arkansas for Medical Sciences, Winthrop P. Rockefeller Cancer Institute",Little Rock,To fund facilities and equipment including to purchase three mobile vans fitted with cancer screening equipment to access geographically difficult regions.,4000000.0,,,,,,,1,Arkansas,John,AR,,,1,19126,FY2023,,B001236,Education,Higher Ed,-92.31899,34.74863,-92.31899,34.74863,establishment,rooftop,449 jack stephens dr,little rock,ar 72205,usa,"34.75001, 34.74731, -92.317507, -92.320205",S,4915,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,1750000.0,0,1,0.0,1750000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,6161,6161
Boozman,AR,LHHS,,,"The University of Arkansas for Medical Sciences, Winthrop P. Rockefeller Cancer Institute, AR, for regional cancer care facilities and equipment",7000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,"The University of Arkansas for Medical Sciences, Winthrop P. Rockefeller Cancer Institute",Little Rock,"To fund facilities and equipment including to fund renovations and additions to select regional center sites to provide rooms for cancer screening, care services and clinical trials education.",7000000.0,,,,,,,1,Arkansas,John,AR,,,1,19127,FY2023,,B001236,Education,Higher Ed,-92.31899,34.74863,-92.31899,34.74863,establishment,rooftop,449 jack stephens dr,little rock,ar 72205,usa,"34.75001, 34.74731, -92.317507, -92.320205",S,4917,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,7000000.0,0,1,0.0,7000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,6162,6162
Boozman,AR,Interior,,Fulton,Fulton Waterworks for City of Fulton Water System Delivery,3050000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Fulton Waterworks,"Fulton, Arkansas",To fund infrastructure upgrades to the City of Fulton water system delivery.,3050000.0,,,,,,,1,Arkansas,John,AR,,,1,9829,FY2023,,B001236,Water,Drinking Water,-93.813521,33.61452,-93.813521,33.61452,locality,approximate,fulton,ar 71838,usa,33.61702,"33.60791, -93.809125, -93.818579",S,5868,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,3050000.0,0,1,0.0,3050000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,3174,3174
Boozman,AR,Interior,,West Pulaski County,Central Arkansas Water for West Pulaski County Water Delivery,12000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Central Arkansas Water,"Pulaski County, Arkansas",To provide safe and reliable water services to the Ferndale are is West Pulaski County.,12000000.0,,,,,,,1,Arkansas,John,AR,,,1,9828,FY2023,,B001236,Water,Drinking Water,-92.269085,34.74357,-92.269085,34.74357,establishment,rooftop,221 e capitol ave,little rock,ar 72202,usa,"34.74507, 34.74238, -92.267696, -92.270394",S,5869,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,12000000.0,0,1,0.0,12000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,3173,3173
Boozman,AR,Interior,,Wilson,City of Wilson for Clean Water Infrastructure,2500000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,City of Wilson,"Wilson, AR",Wastewater,2500000.0,,,,,,,1,Arkansas,John,AR,,,1,11875,FY2023,,B001236,Water,Sewage & Water Treatment Systems,-90.044075,35.56908,-90.044075,35.56908,establishment,rooftop,22 adams st,wilson,ar 72395,usa,"35.57031, 35.56762, -90.042607, -90.045305",S,6180,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,2500000.0,0,1,0.0,2500000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,3779,3779
Boozman,AR,Interior,,,Arkansas Game and Fish Commission for the Joe Hogan State Fish Hatchery for improvements to water efficiency and for aquatic habitat improvement andconservation,5000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Game and Fish Commission,"Lonoke, Arkansas","To fund the design, engineering and construction phases of the renovation of the Joe Hogan State Fish Hatchery.",5000000.0,,,,,,,1,Arkansas,John,AR,,,1,14877,FY2023,,B001236,Historical Preservation,,-91.900065,34.78432,-91.900065,34.78432,locality,approximate,lonoke,ar 72086,usa,34.81338,"34.76962, -91.878033, -91.932746",S,6598,Resource Management,Fish and Wildlife Service,,,,1.0,S,5000000.0,0,1,0.0,5000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,4899,4899
Boozman,AR,Interior,,,Arkansas Game and Fish Commission for the Charlie Craig Centerton Fish Hatchery for improvements to water efficiency and for aquatic habitat improvement and conservation,5000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Game and Fish,"Benton County, Arkansas","To fund the design, engineering and construction phases of the renovation of the Charlie Craig Centerton Fish Hatchery.",5000000.0,,,,,,,1,Arkansas,John,AR,,,1,14878,FY2023,,B001236,Historical Preservation,,-94.479976,36.26615,-94.479976,36.26615,administrative_area_level_2,approximate,benton county,ar,usa,36.49975,"36.09940, -93.814885, -94.617919",S,6599,Resource Management,Fish and Wildlife Service,,,,1.0,S,5000000.0,0,1,0.0,5000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,4900,4900
Boozman,AR,EW,U.S. Army Corps of Engineers,Bayou Meto Basin,"Bayou Meto Basin, AR",14000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Army Corps of Engineers (Civil),"This project is located in east central Arkansas in Lonoke, Pulaski, Prairie, Jefferson, and Arkansas Counties.",Funding will be used for construction of the Bayou Meto Basin project to address depletion and resiliency of the Alluvial and Sparta aquifers.,35000000.0,,,,,,,1,Arkansas,John,AR,,,1,6403,FY2023,,B001236,Water,,-91.900065,34.78432,-91.900065,34.78432,locality,approximate,lonoke,ar 72086,usa,34.81338,"34.76962, -91.878033, -91.932746",S,6998,Mississippi River and Tributaries,Army Corps of Engineers (Civil),,14000000.0,,1.0,S,14000000.0,0,1,0.0,14000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,2018,2018
Boozman,AR,EW,U.S. Army Corps of Engineers,Grand Prairie Region,"Grand Prairie Region, AR",12000000.0,,,John Boozman,12/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Army Corps of Engineers (Civil),"This project is located in east central Arkansas in Lonoke, Pulaski, Prairie, Jefferson, and Arkansas Counties.",Funding will be used for construction of the Grand Prairie Region project to address depletion and resiliency of the Alluvial and Sparta aquifers.,35000000.0,,,,,,,1,Arkansas,John,AR,,,1,7239,FY2023,,B001236,Other - EW,,-91.900065,34.78432,-91.900065,34.78432,locality,approximate,lonoke,ar 72086,usa,34.81338,"34.76962, -91.878033, -91.932746",S,6999,Mississippi River and Tributaries,Army Corps of Engineers (Civil),,12000000.0,,1.0,S,12000000.0,0,1,0.0,12000000.0,John,,,B001236,,,,,,,,,,,,,,,,,,,,,,,2373,2373
Brown,OH,MilCon VA,Rickenbacker ANGB,Franklin County,Small Arms Range,8000000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Rickenbacker Air National Guard Base,Columbus,To construct a small arms range and training and maintenance facility at Rickenbacker Air National Guard Base.,8000000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,28775,FY2023,,B000944,Training,,-82.94352,39.8152,-82.94352,39.8152,establishment,rooftop,7370 minuteman way #875,lockbourne,oh 43137,usa,"39.81653, 39.81384, -82.942145, -82.944843",S,1290,,Air National Guard,,,,2.0,S,4000000.0,1,1,4000000.0,4000000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,9650,9650
Brown,OH,MilCon VA,Wright-Patterson AFB,Greene County,Human Performance Wing Laboratory: Planning and Design,4000000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Wright-Patterson Air Force Base,Dayton,To plan and design the Human Performance Wing Laboratory at WPAFB.,4800000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,29151,FY2023,,B000944,Base Operations,,-84.05375,39.81373,-84.05375,39.81373,locality,approximate,wright-patterson afb,oh,usa,39.84866,"39.76973, -84.013834, -84.098936",S,1292,,Air Force,,,,1.0,S,4000000.0,0,1,0.0,4000000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,9846,9846
Brown,OH,LHHS,,Homefull,"Homefull, OH, for facilities and equipment",2000000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Homefull,Montgomery County,"Homefull is requesting federal funds to support the construction of a health clinic and pharmacy as part of its larger. 16-acre facility, to help address health and equity in Dayton and Montgomery County, Ohio.",2000000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,23881,FY2023,,B000944,Health,Hospitals & Clincs,-84.22076,39.71438,-84.22076,39.71438,establishment,rooftop,2621 dryden rd suite 302,dayton,oh 45439,usa,"39.71572, 39.71302, -84.219237, -84.221935",S,4542,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,2000000.0,0,1,0.0,2000000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,8054,8054
Brown,OH,THUD,"Stark Area Regional Transit Au
thority",,EZConnect One-Call Center,1250000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Stark Area Regional Transit Authority,Medina,"NEORide is developing a regional mobility center (EZConnect) that will include Stark Area Regional Transit Authority, Western Reserve Transit Authority, Wayne-Medina Community Action, CAA of Columbiana County, Trumbull County Transit, Southwest Ohio",1500000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,36315,FY2023,,B000944,Transportation,Public Transportation,-81.85522,41.14325,-81.85522,41.14325,locality,approximate,medina,oh 44256,usa,41.16349,"41.10902, -81.816135, -81.916978",S,2069,Transit Infrastructure Grants,Department of Transportation,,,,1.0,S,1250000.0,0,1,0.0,1250000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,12353,12353
Brown,OH,THUD,Toledo Football Academy,,Schneider Park Revitalization Project,1381000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Toledo Football Academy (TFA),Toledo,The Schneider Park Revitalization Project will transform Schneider Park within the City of Toledo into a premier home for soccer that will also serve as a demonstration project for environmentally sustainable public recreation.,1381000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,30603,FY2023,,B000944,Housing,,-83.73295,41.53265,-83.73295,41.53265,establishment,rooftop,5915 waterville monclova rd,waterville,oh 43566,usa,"41.53400, 41.53131, -83.731583, -83.734281",S,3297,Community Development Fund,Department of Housing and Urban Development,,,,1.0,S,1381000.0,0,1,0.0,1381000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,10513,10513
Brown,OH,LHHS,,,"Akron Urban League, OH, for workforce development initiatives",680000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Akron Urban League,Akron,"The Akron Urban League (AUL) seeks CDS funding to support workforce development initiatives. These programs allow the AUL to provide much-needed assistance with job search, career readiness, training, and intensive case management to support the care",680000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,22107,FY2023,,B000944,Workforce Development,,-81.53917,41.07281,-81.53917,41.07281,establishment,rooftop,440 vernon odom blvd,akron,oh 44307,usa,"41.07389, 41.07119, -81.537864, -81.540562",S,3729,Employment and Training Administration,Department of Labor,,,,1.0,S,680000.0,0,1,0.0,680000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,7490,7490
Brown,OH,LHHS,,Franklin County,"Franklin County Board of Commissioners, OH, for the Building Futures program",686000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Franklin County Board of Commissioners,Franklin County,"To fund and expand the Building Futures program, a first of its kind apprenticeship program, developed in partnership with the Ohio Building and Construction Trades Council and the Columbus Urban League.",686000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,27943,FY2023,,B000944,Other - LHHS,,-82.99316,40.01548,-82.99316,40.01547,administrative_area_level_2,approximate,franklin county,oh,usa,40.14308,"39.79500, -82.761827, -83.260877",S,3806,Employment and Training Administration,Department of Labor,,,,1.0,S,686000.0,0,1,0.0,686000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,9533,9533
Brown,OH,LHHS,,,"Local Initiatives Support Corporation, OH, for workforce development activities",800000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Local Initiatives Support Corporation,Toledo,"The Ensuring Equitable Access to High-Quality Jobs project will support the launch of the first Financial Opportunity Center (FOC) operated by a public housing authority in the State of Ohio, and the expansion of Ohio To Work (OTW), a collective impa",800000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,21625,FY2023,,B000944,Housing & Homelessness,,-83.53742,41.65216,-83.53742,41.65216,establishment,rooftop,500 madison ave #312,toledo,oh 43604,usa,"41.65367, 41.65097, -83.535931, -83.538629",S,3838,Employment and Training Administration,Department of Labor,,,,1.0,S,800000.0,0,1,0.0,800000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,7272,7272
Brown,OH,LHHS,,Ashtabula County,"Ashtabula County Community Action Agency, OH, to reduce poverty and improve health outcomes for low-income individuals",870000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Ashtabula County Community Action Agency,Ashtabula,"The Pathways Community HUB is an evidence-based certification meant to reduce poverty, address the social determinants of health, and improve health outcomes and compliance for community members, including postpartum visits, social service interventi",870000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,26408,FY2023,,B000944,Health,,-80.77175,41.86756,-80.77175,41.86756,establishment,rooftop,4200 state rd,ashtabula,oh 44004,usa,"41.86915, 41.86645, -80.770504, -80.773202",S,3979,Administration for Children and Families,Department of Health and Human Services,,,,1.0,S,870000.0,0,1,0.0,870000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,9033,9033
Brown,OH,LHHS,,,"Ohio Hills Health Services, OH, for facilities and equipment",650000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Ohio Hills Health Services,Belmont County,"Ohio Hills Health Services seeks federal funding to support the renovation of its Barnesville Health Center, to allow for the expansion of behavioral health services in the region.",650000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,25155,FY2023,,B000944,Health,Mental & Behavioral Health,-81.17673,39.98863,-81.17673,39.98863,establishment,rooftop,123 n chestnut st,barnesville,oh 43713,usa,"39.99005, 39.98735, -81.175532, -81.178230",S,4743,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,650000.0,0,1,0.0,650000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,8522,8522
Brown,OH,LHHS,,Cincinnati,"Cincinnati Association for the Blind & Visually Impaired, OH, for facilities and equipment",500000.0,,,Sherrod Brown,11/9/52,M,1.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Cincinnati Assn. for the Blind & Visually Impaired,Hamilton County,Cincinnati Association for the Blind and Visually Impaired seeks federal funds to support the construction of programming space for Orientation and Mobility Service training and support to help people who are blind or visually impaired adapt to visio,500000.0,,,,,,,2,Ohio,Sherrod,OH,,,1,22106,FY2023,,B000944,Workforce Development,,-84.51202,39.10312,-84.51202,39.10312,locality,approximate,cincinnati,oh,usa,39.22076,"39.05192, -84.368755, -84.712048",S,4349,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,500000.0,0,1,0.0,500000.0,Sherrod,,,B000944,,,,,,,,,,,,,,,,,,,,,,,7489,7489
